Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Customer_ID,Region,Category,Sub_Category,Quantity,Discount,Sales,Profit,Year,Month,Quarter,Days_to_Ship,Profit_Margin
ORD-1874,2021-04-11,2021-04-18,Second Class,Consumer,CUST-0156,East,Furniture,Furnishings,2.0,0.2,51.16,4.2,2021,4,2,7,8.21
ORD-1875,2022-12-13,2022-12-17,Same Day,Home Office,CUST-0102,East,Furniture,Chairs,12.0,0.2,398.89,32.55,2022,12,4,4,8.16
ORD-1876,2022-12-05,2022-12-12,Same Day,Consumer,CUST-0048,South,Technology,Computers,6.0,0.2,200.9,14.61,2022,12,4,7,7.27
ORD-1877,2021-02-13,2021-02-18,Standard Class,Home Office,CUST-0130,Central,Furniture,Tables,12.0,0.0,308.62,60.7,2021,2,1,5,19.67
ORD-1878,2023-03-30,2023-03-31,Standard Class,Home Office,CUST-0091,East,Technology,Phones,1.0,0.0,32.76,-0.08,2023,3,1,1,-0.24
ORD-1879,2022-08-13,2022-08-17,Second Class,Consumer,CUST-0015,South,Office Supplies,Art,2.0,0.0,20.06,11.34,2022,8,3,4,56.53
ORD-1880,2023-07-21,2023-07-24,Second Class,Consumer,CUST-0028,South,Technology,Accessories,5.0,0.0,85.33,17.61,2023,7,3,3,20.64
ORD-1881,2022-09-24,2022-10-01,Second Class,Consumer,CUST-0092,Central,Office Supplies,Binders,9.0,0.0,53.96,6.98,2022,9,3,7,12.94
ORD-1882,2022-02-09,2022-02-10,Standard Class,Corporate,CUST-0059,East,Technology,Copiers,5.0,0.0,144.0,21.02,2022,2,1,1,14.6
ORD-1883,2023-04-01,2023-04-03,Second Class,Home Office,CUST-0052,South,Furniture,Furnishings,5.0,0.0,171.67,27.28,2023,4,2,2,15.89
ORD-1884,2023-03-26,2023-04-02,Second Class,Consumer,CUST-0005,West,Technology,Phones,5.0,0.0,153.09,26.86,2023,3,1,7,17.55
ORD-1885,2021-06-29,2021-07-03,Standard Class,Corporate,CUST-0172,East,Office Supplies,Fasteners,8.0,0.0,34.2,0.5,2021,6,2,4,1.46
ORD-1886,2022-09-14,2022-09-18,Same Day,Home Office,CUST-0045,Central,Technology,Copiers,6.0,0.0,198.47,28.18,2022,9,3,4,14.2
ORD-1887,2021-10-16,2021-10-17,Same Day,Consumer,CUST-0195,Central,Furniture,Bookcases,12.0,0.0,329.72,58.04,2021,10,4,1,17.6
ORD-1888,2021-08-04,2021-08-11,Standard Class,Consumer,CUST-0198,East,Technology,Copiers,6.0,0.0,172.55,25.78,2021,8,3,7,14.94
ORD-1889,2022-11-27,2022-11-30,First Class,Consumer,CUST-0077,South,Office Supplies,Labels,6.0,0.0,32.97,6.02,2022,11,4,3,18.26
ORD-1890,2022-04-23,2022-04-28,Same Day,Consumer,CUST-0149,West,Furniture,Tables,9.0,0.5,239.67,-23.57,2022,4,2,5,-9.83
ORD-1891,2021-03-29,2021-04-02,Same Day,Consumer,CUST-0174,East,Technology,Phones,14.0,0.0,381.14,66.69,2021,3,1,4,17.5
ORD-1892,2023-01-14,2023-01-20,Same Day,Corporate,CUST-0003,Central,Furniture,Bookcases,6.0,0.2,193.29,19.49,2023,1,1,6,10.08
ORD-1893,2022-05-26,2022-05-31,Standard Class,Corporate,CUST-0078,Central,Furniture,Chairs,12.0,0.0,276.77,46.46,2022,5,2,5,16.79
ORD-1894,2021-01-16,2021-01-20,Second Class,Consumer,CUST-0162,West,Furniture,Tables,10.0,0.0,66.75,5.19,2021,1,1,4,7.78
ORD-1895,2023-06-03,2023-06-04,Second Class,Consumer,CUST-0132,South,Technology,Copiers,9.0,0.0,62.53,12.82,2023,6,2,1,20.5
ORD-1896,2022-10-10,2022-10-14,Same Day,Corporate,CUST-0014,South,Office Supplies,Storage,9.0,0.0,34.52,0.59,2022,10,4,4,1.71
ORD-1897,2022-04-25,2022-04-29,First Class,Consumer,CUST-0037,Central,Office Supplies,Fasteners,,0.3,12.37,1.96,2022,4,2,4,15.84
ORD-1898,2023-02-01,2023-02-08,Second Class,Corporate,CUST-0134,East,Office Supplies,Paper,14.0,0.0,51.06,10.46,2023,2,1,7,20.49
ORD-1899,2023-02-15,2023-02-20,Same Day,Corporate,CUST-0057,East,Office Supplies,Binders,8.0,0.0,18.91,-1.26,2023,2,1,5,-6.66
ORD-1900,2021-05-13,2021-05-20,Standard Class,Consumer,CUST-0087,Central,Office Supplies,Fasteners,13.0,0.0,56.19,2.5,2021,5,2,7,4.45
ORD-1901,2022-08-21,2022-08-26,First Class,Consumer,CUST-0107,East,Technology,Accessories,2.0,0.0,97.37,14.34,2022,8,3,5,14.73
ORD-1902,2023-09-08,2023-09-09,Same Day,Corporate,CUST-0015,West,Technology,Phones,7.0,0.0,194.23,28.51,2023,9,3,1,14.68
ORD-1903,2022-05-07,2022-05-11,First Class,Consumer,CUST-0120,West,Technology,Computers,12.0,0.0,496.04,96.0,2022,5,2,4,19.35
ORD-1904,2023-06-11,2023-06-18,First Class,Consumer,CUST-0129,Central,Furniture,Bookcases,14.0,0.0,430.04,81.87,2023,6,2,7,19.04
ORD-1905,2023-02-23,2023-03-02,Second Class,Corporate,CUST-0079,West,Furniture,Furnishings,12.0,0.0,430.47,67.41,2023,2,1,7,15.66
ORD-1906,2023-11-07,2023-11-08,Second Class,Home Office,CUST-0120,West,Technology,Phones,9.0,0.0,272.97,62.75,2023,11,4,1,22.99
ORD-1907,2021-09-26,2021-10-02,First Class,Consumer,CUST-0151,Central,Furniture,Chairs,11.0,0.0,348.44,,2021,9,3,6,
ORD-1908,2023-12-28,2024-01-01,Second Class,Consumer,CUST-0062,Central,Office Supplies,Storage,,0.0,10.48,3.66,2023,12,4,4,34.92
ORD-1909,2021-01-26,2021-01-28,Second Class,Consumer,CUST-0081,Central,Office Supplies,Labels,6.0,0.0,25.27,4.79,2021,1,1,2,18.96
ORD-1910,2023-07-15,2023-07-20,Second Class,Home Office,CUST-0026,East,Office Supplies,Art,6.0,0.1,14.95,-6.27,2023,7,3,5,-41.94
ORD-1911,2021-09-21,2021-09-23,Second Class,Home Office,CUST-0087,South,Furniture,Furnishings,7.0,0.1,221.45,27.95,2021,9,3,2,12.62
ORD-1912,2022-04-21,2022-04-28,Standard Class,Corporate,CUST-0191,West,Furniture,Bookcases,6.0,0.0,162.06,,2022,4,2,7,
ORD-1913,2022-10-26,2022-11-02,Standard Class,Consumer,CUST-0141,West,Office Supplies,Storage,2.0,0.1,17.65,6.0,2022,10,4,7,33.99
ORD-1914,2022-12-06,2022-12-13,Same Day,Consumer,CUST-0096,West,Technology,Copiers,10.0,0.3,400.24,19.03,2022,12,4,7,4.75
ORD-1915,2023-04-02,2023-04-04,Second Class,Consumer,CUST-0196,South,Technology,Copiers,8.0,0.2,332.95,26.12,2023,4,2,2,7.85
ORD-1916,2022-05-29,2022-05-30,First Class,Consumer,CUST-0178,South,Office Supplies,Fasteners,,0.1,40.15,8.4,2022,5,2,1,20.92
ORD-1917,2021-11-17,2021-11-20,Same Day,Consumer,CUST-0047,Central,Furniture,Bookcases,8.0,0.4,222.65,-4.29,2021,11,4,3,-1.93
ORD-1918,2021-06-09,2021-06-10,Same Day,Corporate,CUST-0055,East,Office Supplies,Fasteners,6.0,0.0,27.35,7.4,2021,6,2,1,27.06
ORD-1919,2023-07-08,2023-07-14,First Class,Corporate,CUST-0048,South,Office Supplies,Paper,4.0,0.2,24.55,-5.61,2023,7,3,6,-22.85
ORD-1920,2023-02-01,2023-02-03,Standard Class,Consumer,CUST-0125,South,Furniture,Tables,5.0,0.0,79.16,23.51,2023,2,1,2,29.7
ORD-1921,2022-07-08,2022-07-12,First Class,Consumer,CUST-0005,East,Office Supplies,Paper,1.0,0.1,11.33,6.64,2022,7,3,4,58.61
ORD-1922,2022-02-06,2022-02-12,Second Class,Corporate,CUST-0123,West,Technology,Copiers,,0.0,59.58,,2022,2,1,6,
ORD-1923,2023-11-14,2023-11-18,Second Class,Consumer,CUST-0143,West,Technology,Phones,14.0,0.0,398.4,69.95,2023,11,4,4,17.56
ORD-1924,2023-05-23,2023-05-29,First Class,Consumer,CUST-0013,South,Office Supplies,Labels,10.0,0.1,54.28,12.24,2023,5,2,6,22.55
ORD-1925,2021-02-16,2021-02-20,Second Class,Corporate,CUST-0155,West,Technology,Phones,4.0,0.0,187.19,34.64,2021,2,1,4,18.51
ORD-1926,2022-11-17,2022-11-18,Same Day,Consumer,CUST-0131,South,Office Supplies,Fasteners,10.0,0.0,39.0,10.26,2022,11,4,1,26.31
ORD-1927,2023-02-26,2023-03-01,Same Day,Corporate,CUST-0099,East,Furniture,Tables,12.0,0.2,349.81,20.17,2023,2,1,3,5.77
ORD-1928,2023-05-01,2023-05-07,Same Day,Consumer,CUST-0033,South,Furniture,Bookcases,8.0,0.0,255.06,51.98,2023,5,2,6,20.38
ORD-1929,2023-07-28,2023-08-01,Second Class,Consumer,CUST-0003,East,Technology,Copiers,11.0,0.1,305.91,44.11,2023,7,3,4,14.42
ORD-1930,2022-04-17,2022-04-20,Standard Class,Consumer,CUST-0086,Central,Technology,Copiers,8.0,0.0,438.82,78.79,2022,4,2,3,17.95
ORD-1931,2022-10-20,2022-10-27,First Class,Consumer,CUST-0060,South,Office Supplies,Fasteners,12.0,0.0,37.33,2.67,2022,10,4,7,7.15
ORD-1932,2022-03-07,2022-03-13,Same Day,Consumer,CUST-0116,Central,Furniture,Bookcases,3.0,0.5,63.79,1.89,2022,3,1,6,2.96
ORD-1933,2021-04-30,2021-05-01,Second Class,Corporate,CUST-0050,Central,Furniture,Bookcases,3.0,0.0,53.49,4.77,2021,4,2,1,8.92
ORD-1934,2023-04-26,2023-05-01,First Class,Corporate,CUST-0164,Central,Technology,Phones,8.0,0.0,129.85,18.48,2023,4,2,5,14.23
ORD-1935,2023-12-08,2023-12-10,Second Class,Home Office,CUST-0114,South,Technology,Phones,9.0,0.2,355.85,35.82,2023,12,4,2,10.07
ORD-1936,2023-04-27,2023-05-03,Same Day,Corporate,CUST-0161,Central,Furniture,Tables,9.0,0.0,228.8,41.28,2023,4,2,6,18.04
ORD-1937,2022-08-07,2022-08-12,Standard Class,Home Office,CUST-0007,West,Technology,Accessories,14.0,0.1,360.73,43.89,2022,8,3,5,12.17
ORD-1938,2022-01-30,2022-01-31,First Class,Consumer,CUST-0081,West,Furniture,Furnishings,9.0,0.0,253.81,49.82,2022,1,1,1,19.63
ORD-1939,2021-09-29,2021-10-01,Second Class,Consumer,CUST-0115,Central,Office Supplies,Labels,5.0,0.4,17.33,-1.78,2021,9,3,2,-10.27
ORD-1940,2021-10-30,2021-10-31,Standard Class,Corporate,CUST-0096,East,Technology,Computers,11.0,0.0,191.44,34.93,2021,10,4,1,18.25
ORD-1941,2022-03-03,2022-03-07,Second Class,Corporate,CUST-0176,East,Technology,Computers,8.0,0.2,365.69,29.98,2022,3,1,4,8.2
ORD-1942,2021-09-03,2021-09-06,Same Day,Home Office,CUST-0053,South,Office Supplies,Art,11.0,0.0,54.17,8.04,2021,9,3,3,14.84
ORD-1943,2023-02-15,2023-02-17,Standard Class,Consumer,CUST-0152,Central,Office Supplies,Art,1.0,0.0,12.84,1.77,2023,2,1,2,13.79
ORD-1944,2023-12-26,2024-01-01,Same Day,Corporate,CUST-0042,Central,Technology,Copiers,,0.2,182.88,21.46,2023,12,4,6,11.73
ORD-1945,2021-10-09,2021-10-13,First Class,Consumer,CUST-0049,South,Technology,Phones,11.0,0.0,420.7,76.84,2021,10,4,4,18.26
ORD-1946,2023-09-13,2023-09-20,Second Class,Corporate,CUST-0199,Central,Technology,Phones,4.0,0.1,138.01,18.95,2023,9,3,7,13.73
ORD-1947,2022-11-28,2022-12-01,Same Day,Corporate,CUST-0170,West,Technology,Computers,8.0,0.0,248.09,43.42,2022,11,4,3,17.5
ORD-1948,2023-07-16,2023-07-18,Standard Class,Consumer,CUST-0087,South,Technology,Accessories,1.0,0.0,22.91,1.66,2023,7,3,2,7.25
ORD-1949,2023-09-29,2023-10-06,Second Class,Corporate,CUST-0102,East,Furniture,Chairs,13.0,0.2,371.2,33.6,2023,9,3,7,9.05
ORD-1950,2023-06-14,2023-06-15,Second Class,Corporate,CUST-0133,South,Office Supplies,Labels,13.0,0.0,61.11,8.58,2023,6,2,1,14.04
ORD-1951,2022-12-22,2022-12-27,Same Day,Corporate,CUST-0112,West,Office Supplies,Storage,6.0,0.0,21.45,7.66,2022,12,4,5,35.71
ORD-1952,2021-10-06,2021-10-12,Second Class,Consumer,CUST-0181,Central,Technology,Computers,4.0,0.0,131.72,22.85,2021,10,4,6,17.35
ORD-1953,2021-01-16,2021-01-19,Standard Class,Home Office,CUST-0081,South,Technology,Phones,8.0,0.0,209.55,40.83,2021,1,1,3,19.48
ORD-1954,2022-07-02,2022-07-03,First Class,Corporate,CUST-0045,East,Office Supplies,Binders,4.0,0.4,28.55,-0.85,2022,7,3,1,-2.98
ORD-1955,2023-09-24,2023-09-30,First Class,Consumer,CUST-0195,West,Office Supplies,Labels,1.0,0.0,12.57,5.38,2023,9,3,6,42.8
ORD-1956,2022-03-14,2022-03-21,First Class,Corporate,CUST-0069,West,Technology,Computers,1.0,0.0,,12.37,2022,3,1,7,
ORD-1957,2023-03-18,2023-03-24,First Class,Corporate,CUST-0082,Central,Technology,Copiers,2.0,0.0,68.43,8.37,2023,3,1,6,12.23
ORD-1958,2023-05-28,2023-06-03,Same Day,Corporate,CUST-0082,South,Office Supplies,Fasteners,7.0,0.4,25.49,0.15,2023,5,2,6,0.59
ORD-1959,2022-06-06,2022-06-11,Same Day,Consumer,CUST-0047,West,Office Supplies,Paper,,0.0,10.29,5.2,2022,6,2,5,50.53
ORD-1960,2023-05-10,2023-05-15,Same Day,Consumer,CUST-0157,East,Office Supplies,Storage,12.0,0.4,65.2,-5.44,2023,5,2,5,-8.34
ORD-1961,2022-08-13,2022-08-20,Same Day,Corporate,CUST-0199,Central,Office Supplies,Paper,9.0,0.0,37.95,4.63,2022,8,3,7,12.2
ORD-1962,2022-04-19,2022-04-21,Second Class,Consumer,CUST-0094,East,Technology,Copiers,12.0,0.2,570.21,52.2,2022,4,2,2,9.15
ORD-1963,2023-10-06,2023-10-13,Standard Class,Home Office,CUST-0154,West,Furniture,Tables,12.0,0.0,38.42,10.1,2023,10,4,7,26.29
ORD-1964,2023-06-16,2023-06-19,Standard Class,Consumer,CUST-0030,Central,Office Supplies,Paper,7.0,0.1,18.13,-3.29,2023,6,2,3,-18.15
ORD-1965,2023-04-15,2023-04-16,Second Class,Consumer,CUST-0152,East,Technology,Computers,11.0,0.0,272.29,51.46,2023,4,2,1,18.9
ORD-1966,2023-02-25,2023-02-26,Second Class,Consumer,CUST-0138,East,Office Supplies,Binders,6.0,0.0,22.71,-2.91,2023,2,1,1,-12.81
ORD-1967,2023-03-18,2023-03-23,Second Class,Consumer,CUST-0132,South,Technology,Phones,6.0,0.2,198.98,14.07,2023,3,1,5,7.07
ORD-1968,2023-12-05,2023-12-10,Standard Class,Corporate,CUST-0062,Central,Furniture,Tables,12.0,0.3,364.47,10.69,2023,12,4,5,2.93
ORD-1969,2022-08-29,2022-09-05,First Class,Home Office,CUST-0019,West,Technology,Computers,3.0,0.0,152.09,24.07,2022,8,3,7,15.83
ORD-1970,2021-06-22,2021-06-25,Second Class,Consumer,CUST-0067,West,Furniture,Tables,5.0,0.3,78.66,7.53,2021,6,2,3,9.57
ORD-1971,2021-06-27,2021-06-30,First Class,Corporate,CUST-0006,West,Office Supplies,Fasteners,8.0,0.0,39.51,1.87,2021,6,2,3,4.73
ORD-1972,2021-01-29,2021-02-05,Second Class,Home Office,CUST-0176,South,Technology,Accessories,13.0,0.0,299.62,49.4,2021,1,1,7,16.49
ORD-1973,2023-01-16,2023-01-21,First Class,Corporate,CUST-0170,South,Technology,Phones,12.0,0.3,274.59,0.61,2023,1,1,5,0.22
ORD-1974,2022-08-28,2022-08-31,Second Class,Corporate,CUST-0021,West,Technology,Accessories,3.0,0.0,171.3,31.64,2022,8,3,3,18.47
ORD-1975,2023-12-31,2024-01-04,Second Class,Consumer,CUST-0020,Central,Furniture,Tables,2.0,0.0,83.8,10.41,2023,12,4,4,12.42
ORD-1976,2023-09-01,2023-09-08,Second Class,Consumer,CUST-0154,East,Technology,Accessories,,0.0,111.23,16.21,2023,9,3,7,14.57
ORD-1977,2023-01-17,2023-01-18,Same Day,Corporate,CUST-0139,South,Furniture,Furnishings,8.0,0.0,162.11,26.26,2023,1,1,1,16.2
ORD-1978,2023-04-24,2023-04-25,Standard Class,Home Office,CUST-0145,East,Office Supplies,Fasteners,14.0,0.0,64.6,1.55,2023,4,2,1,2.4
ORD-1979,2023-05-19,2023-05-25,Same Day,Consumer,CUST-0014,East,Technology,Copiers,,0.0,142.5,26.45,2023,5,2,6,18.56
ORD-1980,2022-01-13,2022-01-17,Same Day,Corporate,CUST-0012,East,Technology,Computers,8.0,0.0,451.41,88.88,2022,1,1,4,19.69
ORD-1981,2021-10-02,2021-10-04,First Class,Consumer,CUST-0072,South,Technology,Accessories,7.0,0.0,418.64,76.33,2021,10,4,2,18.23
ORD-1982,2023-04-12,2023-04-18,First Class,Consumer,CUST-0122,South,Furniture,Furnishings,14.0,0.0,332.64,62.61,2023,4,2,6,18.82
ORD-1983,2022-04-03,2022-04-09,First Class,Consumer,CUST-0119,East,Office Supplies,Art,1.0,0.4,13.24,-3.27,2022,4,2,6,-24.7
ORD-1984,2022-04-25,2022-05-01,First Class,Home Office,CUST-0120,Central,Office Supplies,Paper,,0.0,20.72,9.62,2022,4,2,6,46.43
ORD-1985,2022-09-28,2022-10-03,Second Class,Consumer,CUST-0148,South,Office Supplies,Binders,12.0,0.0,23.73,10.89,2022,9,3,5,45.89
ORD-1986,2023-11-17,2023-11-18,Same Day,Corporate,CUST-0045,East,Office Supplies,Art,1.0,0.0,13.11,1.65,2023,11,4,1,12.59
ORD-1987,2023-10-17,2023-10-18,Second Class,Home Office,CUST-0152,East,Furniture,Furnishings,5.0,0.2,170.47,12.93,2023,10,4,1,7.58
ORD-1988,2023-09-22,2023-09-29,Same Day,Corporate,CUST-0027,West,Technology,Computers,7.0,0.2,135.86,11.3,2023,9,3,7,8.32
ORD-1989,2021-03-31,2021-04-04,Second Class,Corporate,CUST-0016,Central,Technology,Phones,10.0,0.2,466.03,30.27,2021,3,1,4,6.5
ORD-1990,2023-11-06,2023-11-07,Second Class,Home Office,CUST-0022,South,Office Supplies,Labels,2.0,0.0,18.14,2.24,2023,11,4,1,12.35
ORD-1991,2021-03-27,2021-03-30,Same Day,Home Office,CUST-0065,West,Technology,Computers,10.0,0.1,455.64,57.52,2021,3,1,3,12.62
ORD-1992,2022-11-28,2022-11-30,First Class,Corporate,CUST-0046,South,Office Supplies,Paper,12.0,0.0,48.79,9.08,2022,11,4,2,18.61
ORD-1993,2022-04-01,2022-04-08,Same Day,Consumer,CUST-0006,West,Office Supplies,Fasteners,13.0,0.0,44.03,2.41,2022,4,2,7,5.47
ORD-1994,2022-02-01,2022-02-04,Second Class,Consumer,CUST-0194,Central,Office Supplies,Fasteners,12.0,0.0,55.52,5.4,2022,2,1,3,9.73
ORD-1995,2021-12-10,2021-12-12,Standard Class,Consumer,CUST-0176,West,Technology,Accessories,14.0,0.0,705.4,117.36,2021,12,4,2,16.64
ORD-1996,2023-06-03,2023-06-10,First Class,Home Office,CUST-0028,West,Technology,Copiers,7.0,0.5,166.81,-14.68,2023,6,2,7,-8.8
ORD-1997,2023-01-03,2023-01-04,Standard Class,Home Office,CUST-0122,South,Office Supplies,Art,10.0,0.0,39.29,5.97,2023,1,1,1,15.19
ORD-1998,2021-11-06,2021-11-10,Second Class,Home Office,CUST-0108,Central,Office Supplies,Fasteners,14.0,0.4,35.2,10.26,2021,11,4,4,29.15
ORD-1999,2021-07-24,2021-07-29,First Class,Consumer,CUST-0016,Central,Technology,Accessories,1.0,0.0,,17.97,2021,7,3,5,
